,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2157,white,2.1400661634962708,-1.3862943611198906,0.27,1.547562508716013,-3.473768074496991,3.4339872044851463,92.0,0.9922,3.01,-1.1086626245216111,12.0,6
2158,white,2.0014800002101243,-1.7147984280919266,0.27,0.26236426446749106,-3.036554268074246,3.258096538021482,105.0,0.994,3.52,-0.4155154439616658,10.6,6
2159,white,1.840549633397487,-1.4271163556401458,0.37,0.5877866649021191,-3.473768074496991,1.791759469228055,61.0,0.9897,3.3,-1.0788096613719298,12.2,4
2160,white,1.791759469228055,-1.1086626245216111,0.38,2.272125885509337,-3.2188758248682006,3.367295829986474,124.0,0.9954,3.47,-0.7339691750802004,11.0,6
2161,white,1.916922612182061,-0.9942522733438669,0.28,1.3862943611198906,-3.506557897319982,3.367295829986474,79.0,0.99,3.23,-0.7765287894989963,12.4,7
2162,white,2.2925347571405443,-0.7133498878774648,0.23,0.8754687373538999,-2.4418471603275536,2.9444389791664403,115.0,0.9948,2.77,-0.8209805520698302,9.4,6
2163,white,2.1400661634962708,-1.3862943611198906,0.27,1.547562508716013,-3.473768074496991,3.4339872044851463,92.0,0.9922,3.01,-1.1086626245216111,12.0,6
2164,white,2.128231705849268,-1.5141277326297755,0.28,2.9338568698359038,-3.575550768806933,4.007333185232471,130.0,0.998,2.96,-1.0498221244986778,11.6,5
2165,white,1.9459101490553132,-1.0498221244986778,0.31,0.5877866649021191,-2.6736487743848776,2.70805020110221,162.0,0.9944,3.18,-0.7550225842780328,9.4,5
2166,white,1.9459101490553132,-1.0498221244986778,0.31,0.5877866649021191,-2.6736487743848776,2.70805020110221,162.0,0.9944,3.18,-0.7550225842780328,9.4,5
2167,white,2.0014800002101243,-1.6607312068216509,0.3,2.5494451709255714,-2.9374633654300153,3.8815637979434374,229.0,0.9986,3.14,-0.7133498878774648,9.1,7
2168,white,2.0014800002101243,-1.6607312068216509,0.3,2.5494451709255714,-2.9374633654300153,3.8815637979434374,229.0,0.9986,3.14,-0.7133498878774648,9.1,7
2169,white,2.0014800002101243,-1.6607312068216509,0.3,2.5494451709255714,-2.9374633654300153,3.8815637979434374,229.0,0.9986,3.14,-0.7133498878774648,9.1,7
2170,white,2.0014800002101243,-1.6607312068216509,0.3,2.5494451709255714,-2.9374633654300153,3.8815637979434374,229.0,0.9986,3.14,-0.7133498878774648,9.1,7
2171,white,2.0014800002101243,-1.6607312068216509,0.3,2.5494451709255714,-2.9374633654300153,3.8815637979434374,229.0,0.9986,3.14,-0.7133498878774648,9.1,7
2172,white,1.9315214116032138,-1.1394342831883648,0.13,2.0541237336955462,-3.170085660698769,2.3978952727983707,117.0,0.996,3.23,-0.9942522733438669,9.2,5
2173,white,2.028148247292285,-1.1394342831883648,0.58,2.8183982582710754,-2.995732273553991,3.7612001156935624,163.0,0.9999,3.15,-0.616186139423817,9.2,5
2174,white,2.0014800002101243,-1.6607312068216509,0.3,2.5494451709255714,-2.9374633654300153,3.8815637979434374,229.0,0.9986,3.14,-0.7133498878774648,9.1,7
2175,white,2.0014800002101243,-1.6607312068216509,0.3,2.5494451709255714,-2.9374633654300153,3.8815637979434374,212.0,0.9986,3.14,-0.7133498878774648,9.1,7
2176,white,1.9315214116032138,-1.1394342831883648,0.13,2.0541237336955462,-3.170085660698769,2.3978952727983707,117.0,0.996,3.23,-0.9942522733438669,9.2,5
2177,white,1.791759469228055,-1.0788096613719298,0.24,1.6863989535702288,-2.8134107167600364,3.1354942159291497,126.0,0.9951,3.25,-0.8209805520698302,9.0,7
2178,white,2.028148247292285,-1.1394342831883648,0.58,2.8183982582710754,-2.995732273553991,3.7612001156935624,163.0,0.9999,3.15,-0.616186139423817,9.2,5
2179,white,2.0412203288596382,-1.4271163556401458,0.31,0.26236426446749106,-3.0576076772720784,3.4965075614664802,106.0,0.993,3.22,-0.5978370007556204,10.8,6
2180,white,2.0794415416798357,-1.0216512475319814,0.43,2.312535423847214,-2.9374633654300153,3.367295829986474,146.0,0.9982,3.4,-0.7765287894989963,9.5,6
2181,white,2.0014800002101243,-1.2378743560016174,0.25,1.33500106673234,-3.123565645063876,3.4011973816621555,114.0,0.992,3.11,-0.916290731874155,11.0,6
2182,white,1.8870696490323797,-1.1394342831883648,0.27,2.388762789235098,-3.1941832122778293,3.6109179126442243,146.0,0.9963,3.24,-0.7550225842780328,10.0,5
2183,white,1.840549633397487,-1.2039728043259361,0.24,1.8870696490323797,-3.2188758248682006,3.6375861597263857,141.0,0.995,3.22,-0.7550225842780328,9.5,5
2184,white,1.8562979903656263,-1.1086626245216111,0.24,2.2823823856765264,-3.1941832122778293,3.367295829986474,109.0,0.9956,3.29,-0.7550225842780328,10.1,6
2185,white,2.0149030205422647,-1.7147984280919266,0.31,2.4595888418037104,-2.9759296462578115,3.1780538303479458,94.0,0.997,3.19,-0.8209805520698302,9.5,7
2186,white,1.8718021769015913,-0.941608539858445,0.81,0.1823215567939546,-1.5278579254416775,2.6390573296152584,74.0,0.9936,3.08,-0.6348782724359695,9.5,5
2187,white,1.916922612182061,-1.3862943611198906,0.18,0.3364722366212129,-2.8824035882469876,2.5649493574615367,137.0,0.9935,3.11,-0.8675005677047231,9.5,5
2188,white,1.8562979903656263,-1.7147984280919266,0.32,2.2617630984737906,-2.9565115604007097,3.1780538303479458,90.0,0.9963,3.35,-0.7133498878774648,9.4,6
2189,white,1.9600947840472698,-1.7147984280919266,0.32,2.501435951739211,-3.036554268074246,3.58351893845611,125.0,0.9967,2.92,-0.616186139423817,9.4,6
2190,white,2.028148247292285,-1.3093333199837622,0.42,0.9555114450274363,-3.123565645063876,3.367295829986474,110.0,0.9912,3.31,-0.6733445532637656,12.7,6
2191,white,2.2192034840549946,-1.4696759700589417,0.35,2.3702437414678603,-3.2968373663379125,3.5263605246161616,145.0,0.9981,3.09,-1.1394342831883648,9.7,5
2192,white,2.066862759472976,-1.2729656758128873,0.41,1.589235205116581,-2.8473122684357177,3.4339872044851463,153.0,0.9966,3.27,-0.6733445532637656,9.7,6
2193,white,1.9600947840472698,-1.7147984280919266,0.32,2.501435951739211,-3.036554268074246,3.58351893845611,125.0,0.9967,2.92,-0.616186139423817,9.4,6
2194,white,1.8562979903656263,-1.7147984280919266,0.32,2.2617630984737906,-2.9565115604007097,3.1780538303479458,90.0,0.9963,3.35,-0.7133498878774648,9.4,6
2195,white,1.916922612182061,-1.3862943611198906,0.18,0.3364722366212129,-2.8824035882469876,2.5649493574615367,137.0,0.9935,3.11,-0.8675005677047231,9.5,5
2196,white,1.9459101490553132,-1.5141277326297755,0.26,0.09531017980432493,-3.2968373663379125,2.995732273553991,71.0,0.9902,3.1,-0.9675840262617056,11.7,6
2197,white,1.9878743481543455,-1.7147984280919266,0.29,0.0,-3.3242363405260273,3.258096538021482,101.0,0.99,3.09,-0.9942522733438669,11.7,6
2198,white,1.9600947840472698,-1.3470736479666092,0.19,2.1041341542702074,-2.9759296462578115,3.970291913552122,187.0,0.996,3.16,-0.6539264674066639,9.7,5
2199,white,1.8870696490323797,-1.3862943611198906,0.42,2.424802725718295,-3.0159349808715104,4.343805421853684,231.0,0.9966,3.24,-0.6539264674066639,9.5,6
2200,white,1.8562979903656263,-1.4271163556401458,0.23,1.9878743481543455,-2.6736487743848776,3.4339872044851463,157.0,0.9962,3.25,-0.6348782724359695,9.1,5
2201,white,1.791759469228055,-1.2729656758128873,0.27,0.8329091229351039,-2.9759296462578115,3.1354942159291497,147.0,0.994,3.23,-0.40047756659712525,10.3,6
2202,white,1.9600947840472698,-1.3470736479666092,0.19,2.1041341542702074,-2.9759296462578115,3.970291913552122,187.0,0.996,3.16,-0.6539264674066639,9.7,5
2203,white,2.0541237336955462,-1.4271163556401458,0.38,0.7419373447293773,-2.8473122684357177,2.6390573296152584,167.0,0.994,3.21,-0.5978370007556204,9.9,5
2204,white,2.028148247292285,-1.3093333199837622,0.33,0.6931471805599453,-2.8302178350764176,2.9444389791664403,175.0,0.9944,3.22,-0.579818495252942,9.9,5
2205,white,2.0412203288596382,-0.941608539858445,0.34,2.302585092994046,-2.8824035882469876,3.5553480614894135,178.0,0.9974,3.26,-0.5108256237659907,10.2,5
2206,white,2.186051276738094,-1.4271163556401458,0.33,2.7568403652716422,-3.3524072174927233,2.772588722239781,132.0,0.996,3.0,-0.9942522733438669,12.1,6
2207,white,1.8870696490323797,-1.4696759700589417,0.24,1.3609765531356006,-3.101092789211817,3.58351893845611,138.0,0.9922,3.15,-0.4462871026284195,11.3,7
2208,white,1.9600947840472698,-1.3470736479666092,0.3,0.6931471805599453,-3.473768074496991,2.5649493574615367,128.0,0.9917,3.19,-0.7133498878774648,11.4,5
2209,white,1.9459101490553132,-1.1394342831883648,0.35,0.4054651081081644,-3.2441936328524905,3.1780538303479458,125.0,0.9918,3.17,-0.4462871026284195,12.2,6
2210,white,2.0014800002101243,-1.4271163556401458,0.26,0.47000362924573563,-2.8473122684357177,3.970291913552122,150.0,0.9936,3.18,-0.6931471805599453,9.9,7
2211,white,1.9315214116032138,-1.5606477482646683,0.33,0.3364722366212129,-2.8824035882469876,3.5553480614894135,136.0,0.9938,3.63,-0.2484613592984996,10.3,6
2212,white,1.9459101490553132,-1.1394342831883648,0.35,0.4054651081081644,-3.2441936328524905,3.1780538303479458,125.0,0.9918,3.17,-0.4462871026284195,12.2,6
2213,white,2.0014800002101243,-1.7719568419318752,0.29,0.3364722366212129,-3.0576076772720784,3.1354942159291497,107.0,0.9939,3.52,-0.4307829160924542,10.4,6
2214,white,1.9600947840472698,-1.3470736479666092,0.3,0.6931471805599453,-3.473768074496991,2.5649493574615367,128.0,0.9917,3.19,-0.7133498878774648,11.4,5
2215,white,2.1400661634962708,-1.2729656758128873,0.34,2.624668592163159,-3.1941832122778293,3.4657359027997265,161.0,0.9981,3.13,-0.916290731874155,9.9,6
2216,white,2.0541237336955462,-1.2039728043259361,0.37,0.26236426446749106,-2.9759296462578115,2.772588722239781,96.0,0.9941,3.32,-0.4780358009429998,10.0,5
2217,white,2.0918640616783932,-1.3862943611198906,0.38,1.33500106673234,-2.9759296462578115,2.8903717578961645,129.0,0.9928,3.21,-0.9675840262617056,11.5,6
2218,white,2.0412203288596382,-1.2729656758128873,0.29,1.9315214116032138,-3.1941832122778293,3.367295829986474,163.0,0.9952,3.44,-0.5108256237659907,10.5,6
2219,white,1.8718021769015913,-1.4271163556401458,0.36,0.7884573603642703,-3.611918412977808,3.58351893845611,134.0,0.9898,3.28,-1.0216512475319814,12.5,7
2220,white,1.9459101490553132,-1.5141277326297755,0.32,0.47000362924573563,-3.101092789211817,3.6888794541139363,120.0,0.9914,2.98,-0.8209805520698302,10.5,6
2221,white,2.1400661634962708,-1.2729656758128873,0.34,2.624668592163159,-3.1941832122778293,3.4657359027997265,161.0,0.9981,3.13,-0.916290731874155,9.9,6
2222,white,2.0794415416798357,-0.7985076962177716,0.28,2.379546134130174,-2.9759296462578115,3.2188758248682006,157.0,0.9957,3.06,-0.7550225842780328,11.4,7
2223,white,1.9315214116032138,-1.4696759700589417,0.33,2.5494451709255714,-2.8824035882469876,3.784189633918261,169.0,0.998,3.42,-0.8675005677047231,9.8,6
2224,white,2.0794415416798357,-0.7985076962177716,0.28,2.379546134130174,-2.9759296462578115,3.2188758248682006,157.0,0.9957,3.06,-0.7550225842780328,11.4,7
2225,white,2.028148247292285,-1.4696759700589417,0.26,2.72785282839839,-2.703062659591171,3.4657359027997265,166.0,0.9986,3.03,-0.8209805520698302,9.2,4
2226,white,2.0412203288596382,-1.2729656758128873,0.58,2.4932054526026954,-3.079113882493042,4.0943445622221,177.0,0.9983,3.08,-0.7765287894989963,8.9,5
2227,white,2.0412203288596382,-1.3093333199837622,0.61,2.4849066497880004,-3.079113882493042,4.1588830833596715,179.0,0.9982,3.07,-0.7765287894989963,8.9,5
2228,white,1.9600947840472698,-1.6094379124341003,0.36,2.451005098112319,-3.170085660698769,3.8066624897703196,124.0,0.997,2.92,-0.527632742082372,9.5,7
2229,white,1.9315214116032138,-1.3862943611198906,0.35,2.2192034840549946,-3.3813947543659757,3.7376696182833684,150.0,0.9947,3.21,-1.0216512475319814,11.5,6
2230,white,1.9600947840472698,-1.6094379124341003,0.36,2.451005098112319,-3.170085660698769,3.8066624897703196,124.0,0.997,2.92,-0.527632742082372,9.5,7
2231,white,1.9315214116032138,-1.3862943611198906,0.35,2.2192034840549946,-3.3813947543659757,3.7376696182833684,150.0,0.9947,3.21,-1.0216512475319814,11.5,6
2232,white,2.128231705849268,-1.6094379124341003,0.31,1.0296194171811581,-2.9187712324178627,2.772588722239781,89.0,0.99416,2.96,-0.7985076962177716,9.5,6
2233,white,1.8718021769015913,-0.941608539858445,0.35,0.47000362924573563,-3.0159349808715104,2.302585092994046,164.0,0.99516,3.35,-0.6733445532637656,9.7,5
2234,white,1.9740810260220096,-1.4696759700589417,0.38,1.8082887711792655,-2.703062659591171,2.995732273553991,90.0,0.99496,3.17,-0.23572233352106983,9.7,5
2235,white,1.9315214116032138,-0.8209805520698302,0.42,2.1400661634962708,-3.036554268074246,2.302585092994046,147.0,0.9974,3.32,-0.7765287894989963,9.5,6
2236,white,1.9600947840472698,-1.2729656758128873,0.19,2.0541237336955462,-3.2188758248682006,3.871201010907891,184.0,0.99579,3.16,-0.6931471805599453,9.4,5
2237,white,1.8562979903656263,-1.0788096613719298,0.2,2.7013612129514133,-2.8134107167600364,3.6109179126442243,162.0,0.9983,3.13,-0.7985076962177716,9.0,4
2238,white,1.8082887711792655,-1.8971199848858813,0.29,1.824549292051046,-3.079113882493042,3.6635616461296463,151.0,0.99471,3.6,-0.8209805520698302,10.6,6
2239,white,1.9315214116032138,-0.8209805520698302,0.42,2.1400661634962708,-3.036554268074246,2.302585092994046,147.0,0.9974,3.32,-0.7765287894989963,9.5,6
2240,white,1.9740810260220096,-1.2378743560016174,0.18,2.1041341542702074,-3.170085660698769,3.713572066704308,180.0,0.99644,3.16,-0.7133498878774648,9.1,5
2241,white,1.9600947840472698,-1.2729656758128873,0.19,2.0541237336955462,-3.2188758248682006,3.871201010907891,184.0,0.99579,3.16,-0.6931471805599453,9.4,5
2242,white,1.8082887711792655,-1.4696759700589417,0.45,2.3608540011180215,-2.364460496712133,3.8918202981106265,169.0,0.99699,3.05,-0.616186139423817,8.8,5
2243,white,1.9021075263969205,-1.4696759700589417,0.42,2.4159137783010487,-3.0576076772720784,3.9512437185814275,171.0,0.99758,3.54,-0.3011050927839216,10.4,5
2244,white,1.9459101490553132,-1.0216512475319814,0.14,2.451005098112319,-3.146555163288575,3.5553480614894135,228.0,0.9977,3.13,-0.6733445532637656,8.9,5
2245,white,2.0149030205422647,-1.171182981502945,0.24,1.9600947840472698,-3.473768074496991,3.332204510175204,141.0,0.99397,3.16,-0.9675840262617056,10.6,7
2246,white,1.8562979903656263,-1.0788096613719298,0.2,2.7013612129514133,-2.8134107167600364,3.6109179126442243,162.0,0.9983,3.13,-0.7985076962177716,9.0,4
2247,white,1.8082887711792655,-1.8971199848858813,0.29,1.824549292051046,-3.079113882493042,3.6635616461296463,151.0,0.99471,3.6,-0.8209805520698302,10.6,6
2248,white,2.0014800002101243,-1.6094379124341003,0.29,0.5306282510621704,-3.0576076772720784,2.772588722239781,100.0,0.99243,3.28,-0.7985076962177716,10.6,6
2249,white,1.840549633397487,-1.3093333199837622,0.18,2.0412203288596382,-3.036554268074246,3.8066624897703196,186.0,0.9962,3.23,-0.7550225842780328,9.0,5
2250,white,2.2192034840549946,-1.0788096613719298,0.54,2.8507065015037334,-2.8134107167600364,3.828641396489095,235.0,1.00182,3.08,-0.4942963218147801,8.8,6
2251,white,2.0014800002101243,-1.7147984280919266,0.29,0.3364722366212129,-3.170085660698769,3.5263605246161616,101.0,0.99384,3.54,-0.5108256237659907,10.5,7
2252,white,1.9740810260220096,-1.2378743560016174,0.2,2.0412203288596382,-3.079113882493042,3.9318256327243257,174.0,0.99582,3.16,-0.6539264674066639,9.5,5
2253,white,1.840549633397487,-1.3093333199837622,0.18,2.0412203288596382,-3.036554268074246,3.8066624897703196,186.0,0.9962,3.23,-0.7550225842780328,9.0,5
2254,white,1.824549292051046,-1.3470736479666092,0.19,1.2237754316221157,-3.0159349808715104,3.8501476017100584,172.0,0.9924,3.14,-0.843970070294529,10.4,6
2255,white,1.9878743481543455,-1.5606477482646683,0.21,0.47000362924573563,-3.079113882493042,3.5553480614894135,133.0,0.99466,3.38,-0.7765287894989963,10.0,6
2256,white,1.9600947840472698,-1.9661128563728327,0.35,0.3364722366212129,-3.2441936328524905,3.1780538303479458,128.0,0.99212,2.97,-0.3856624808119846,10.4,5
2257,white,1.9740810260220096,-0.941608539858445,0.54,0.3364722366212129,-1.851509473633829,3.5263605246161616,132.0,0.99449,3.11,-0.6348782724359695,9.0,6
2258,white,2.028148247292285,-0.7339691750802004,0.28,2.341805806147327,-3.0159349808715104,4.04305126783455,205.0,0.99748,3.24,-0.7985076962177716,9.3,5
2259,white,1.9740810260220096,-0.941608539858445,0.54,0.3364722366212129,-1.851509473633829,3.5263605246161616,132.0,0.99449,3.11,-0.6348782724359695,9.0,6
2260,white,2.028148247292285,-0.7339691750802004,0.28,2.341805806147327,-3.0159349808715104,4.04305126783455,205.0,0.99748,3.24,-0.7985076962177716,9.3,5
2261,white,1.8718021769015913,-1.0216512475319814,0.31,1.410986973710262,-2.796881414808826,2.995732273553991,134.0,0.99475,3.18,-0.7985076962177716,9.0,6
2262,white,2.1400661634962708,-1.3862943611198906,0.31,1.0296194171811581,-3.4420193761824103,2.3978952727983707,61.0,0.99189,3.06,-0.8209805520698302,11.5,6
2263,white,1.9315214116032138,-1.2039728043259361,0.21,2.7536607123542622,-2.8824035882469876,3.8918202981106265,159.0,0.99827,3.11,-0.7339691750802004,9.0,5
2264,white,1.8870696490323797,-1.6607312068216509,0.43,2.388762789235098,-3.101092789211817,3.970291913552122,154.0,0.99752,3.52,-0.2613647641344075,10.4,6
2265,white,1.9315214116032138,-1.2039728043259361,0.21,2.7536607123542622,-2.8824035882469876,3.8918202981106265,159.0,0.99827,3.11,-0.7339691750802004,9.0,5
2266,white,2.2407096892759584,-0.8675005677047231,0.32,1.8718021769015913,-3.611918412977808,2.995732273553991,167.0,0.99479,3.08,-0.843970070294529,10.6,5
2267,white,1.8870696490323797,-1.6607312068216509,0.43,2.388762789235098,-3.101092789211817,3.970291913552122,154.0,0.99752,3.52,-0.2613647641344075,10.4,6
2268,white,1.840549633397487,-1.6094379124341003,0.3,1.7749523509116738,-3.3813947543659757,3.5553480614894135,152.0,0.99642,3.47,-0.916290731874155,8.5,6
2269,white,2.1400661634962708,-1.6607312068216509,0.56,2.8507065015037334,-2.900422093749666,3.8501476017100584,169.0,1.00047,3.07,-0.40047756659712525,9.3,6
2270,white,1.9878743481543455,-1.6607312068216509,0.25,0.3364722366212129,-2.9759296462578115,3.713572066704308,107.0,0.99382,3.53,-0.4155154439616658,10.5,7
2271,white,1.9021075263969205,-1.3862943611198906,0.26,2.6026896854443837,-2.8134107167600364,3.912023005428146,156.0,0.99784,3.39,-0.7765287894989963,9.9,6
2272,white,1.824549292051046,-1.3862943611198906,0.28,2.1400661634962708,-3.3524072174927233,3.332204510175204,108.0,0.99486,3.4,-0.8675005677047231,10.4,6
2273,white,1.8082887711792655,-0.7765287894989963,0.32,1.824549292051046,-2.9374633654300153,2.302585092994046,94.0,0.99537,3.35,-0.7550225842780328,10.1,5
2274,white,1.9878743481543455,-1.6607312068216509,0.25,0.3364722366212129,-2.9759296462578115,3.713572066704308,107.0,0.99382,3.53,-0.4155154439616658,10.5,7
2275,white,2.0149030205422647,-1.2378743560016174,0.26,2.7047112998366956,-2.703062659591171,3.8501476017100584,178.0,0.99838,3.04,-0.7133498878774648,9.2,4
2276,white,1.9021075263969205,-1.171182981502945,0.18,2.0412203288596382,-3.146555163288575,4.04305126783455,200.0,0.99566,3.17,-0.8209805520698302,9.4,6
2277,white,2.0014800002101243,-1.9661128563728327,0.3,0.26236426446749106,-3.4112477175156566,3.2188758248682006,91.0,0.99268,3.53,-0.941608539858445,10.6,6
2278,white,1.9021075263969205,-1.171182981502945,0.18,2.0412203288596382,-3.146555163288575,4.04305126783455,200.0,0.99566,3.17,-0.8209805520698302,9.4,6
2279,white,1.9600947840472698,-0.916290731874155,0.52,0.26236426446749106,-1.9105430052180221,3.8066624897703196,149.0,0.99468,3.08,-0.579818495252942,8.7,5
